storeName,Cust ID,YEAR,MONTH,DAY
Toledo Autocare - Monroe Street - OH,3cbe2e05-53b4-46ea-97ff-138afc2c416f,1994,3,
Toledo Autocare - Monroe Street - OH,cca5e3ff-6dc3-47b7-900d-db0b15050b9b,1994,3,
Toledo Autocare - Monroe Street - OH,bb03a99c-b316-4944-afd0-986ec7ccd6f2,1994,3,
Toledo Autocare - HEATHERDOWNS - OH,7a8632e6-d243-4f87-accd-f60eca7ea575,1994,3,
Toledo Autocare - HEATHERDOWNS - OH,853506cc-b6bc-474a-a70c-2bad81a85f92,1994,3,
AG Automotive - OR,393ea204-124b-4d65-bd51-b99aae6a1ce2,1994,3,
AG Automotive - OR,46b6fa29-5ff0-471f-8055-88c295aa46cb,1994,3,
Highline Car Care - AZ,bf061463-85f1-4472-8a21-0ab4787591d2,1994,3,
Sours VA,ddebc3d2-f1ee-4a30-a4a1-9c6346a36896,1994,3,
Sours VA,f8f5e711-cf7f-458b-8580-55646c43c2a4,1994,3,
Toledo Autocare - B&L Whitehouse - OH,d5904265-4639-4c3b-9985-3d954c5e46b3,1994,3,
Toledo Autocare - Monroe Street - OH,b1e91ede-94b4-47e1-a084-26e9940c7442,1994,3,
Toledo Autocare - Monroe Street - OH,af4b8ad4-d066-4454-83bf-b8feba0671df,1995,3,
Wayside Garage - CA,eb58a7dd-6033-42fd-a525-87dc3279ec28,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,6338dc64-5c04-4c74-aff8-ef1c3c512cea,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,9a6ef964-4db6-4e20-a3f0-789a3f361b91,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,40a33702-a8fd-4293-8666-710fe7a9c318,1995,3,
Highline Car Care - AZ,94bfcd4e-bdf4-4c56-aef4-68075fee6d5f,1995,3,
Highline Car Care - AZ,156f2e39-345a-4568-846e-0d239d613f3e,1995,3,
Sours VA,ea988168-62bb-4a2f-b9c2-ffc4617f8074,1995,3,
Sours VA,92013de0-c738-4918-b411-21edd479cbda,1995,3,
Toledo Autocare - B&L Whitehouse - OH,57a1789a-5853-4bc3-a956-cab22826c507,1995,3,
Toledo Autocare - Monroe Street - OH,58a35ec5-49d7-4c08-9a8e-c7e06d606401,1995,3,
Toledo Autocare - Monroe Street - OH,58b66b25-e8e7-4287-b23d-7d29ab347e28,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,3296a294-f680-4408-a2fe-1e49eee49164,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,e10fc139-848f-43ae-8e86-a3050fa51469,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,916de463-b3ea-4177-a4a8-ab1f1d6c964f,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,e98e4413-1a6f-44dd-bc39-3102b4f887c3,1995,3,
Toledo Autocare - B&L Whitehouse - OH,e04b8bdc-0c26-400e-adb3-b43fa91c2f7f,1995,3,
Toledo Autocare - B&L Whitehouse - OH,f8749474-2e41-47fa-9665-f5cf3e8bbaca,1995,3,
Toledo Autocare - B&L Whitehouse - OH,56908303-69e6-4c45-8809-e824b4535429,1995,3,
Toledo Autocare - Monroe Street - OH,7b63b3a4-6092-4833-873e-c257f3720b30,1995,3,
Toledo Autocare - Monroe Street - OH,c6f7d6eb-d95c-4a1d-9f36-8a97b80ccbac,1995,3,
Toledo Autocare - Monroe Street - OH,63ab0fbf-2420-49f4-bdd8-fc90e1626a05,1995,3,
Toledo Autocare - Monroe Street - OH,03424a77-87c8-41f7-8e9b-d65a131ad41e,1995,3,
Wayside Garage - CA,bb3d368c-2b91-42e1-8629-5cd646cabcc5,1995,3,
Toledo Autocare - HEATHERDOWNS - OH,19222ad6-6630-4d9d-abf3-9316bd1c8138,1996,3,
Toledo Autocare - HEATHERDOWNS - OH,580262d5-29a0-4c4c-a120-196de3082475,1996,3,
Toledo Autocare - B&L Whitehouse - OH,925f6b8f-17ac-4166-8ff2-5950bd7a6e98,1996,3,
Toledo Autocare - Monroe Street - OH,98a09fd0-0e92-441b-85bf-6a2cc0ff63f8,1996,3,
Toledo Autocare - HEATHERDOWNS - OH,92297d87-3975-46a4-afc6-995567e50691,1996,3,
Toledo Autocare - HEATHERDOWNS - OH,d624e3aa-8e14-45f7-8f78-d237768f22be,1996,3,
Sours VA,057cbb86-0b28-4152-8b13-cc7e3925718a,1996,3,
Toledo Autocare - HEATHERDOWNS - OH,da5da160-3930-4c6b-8763-e6e0cfa5dd42,1996,3,
Toledo Autocare - HEATHERDOWNS - OH,afeab724-7ec5-4446-be0f-0c360fe646bf,1996,3,
Highline Car Care - AZ,264315aa-0c5c-4479-bbf2-3f2e35da0ce9,1996,3,
Sours VA,95ae511a-6c36-429a-9941-1d045eee2cf9,1997,3,
Toledo Autocare - Monroe Street - OH,7c6a19f8-e2fc-4eff-9d1b-58e46d86cd2c,1997,3,
Toledo Autocare - Monroe Street - OH,8ab1f847-6ff6-4b0f-8b44-e099fe481a85,1997,3,
Toledo Autocare - Monroe Street - OH,403bdabc-11c0-4374-a14c-76cb5f34291f,1997,3,
Toledo Autocare - HEATHERDOWNS - OH,1b8ba289-090b-489b-95b5-265d6d14971e,1997,3,
Toledo Autocare - HEATHERDOWNS - OH,81e2a806-3724-4db7-9111-e7aa9e5328fb,1997,3,
Sours VA,9ac832ab-71ec-4a9e-b1e5-51aea47b48fd,1997,3,
Toledo Autocare - Monroe Street - OH,22f7debc-3984-466b-9387-d80b0c457704,1997,3,
Highline Car Care - AZ,2c7b7af7-66f3-4405-b89b-63dd59941fdc,1997,3,
Toledo Autocare - B&L Whitehouse - OH,16fb81a6-b771-4ff0-b65a-7e3d6839fafc,1997,3,
Toledo Autocare - Monroe Street - OH,12f89581-1f1a-4b33-8cf0-6fe39da1a572,1997,3,
Toledo Autocare - Monroe Street - OH,390b4271-6853-4885-b1ac-0dbd69e4764f,1997,3,
Toledo Autocare - Monroe Street - OH,1f234dc8-b649-4edc-a2fd-80fcbe4f83cb,1997,3,
Toledo Autocare - HEATHERDOWNS - OH,961ea67d-c36f-42f4-a1eb-8e47d2c51317,1998,3,
Highline Car Care - AZ,14d0e267-682d-4c1a-b216-57bd86e35e53,1998,3,
Sours VA,22244d97-474e-4c74-8ef1-422ac72b9e35,1998,3,
Toledo Autocare - B&L Whitehouse - OH,6c5a2ce3-497c-440a-a509-5752ad7c999a,1998,3,
Toledo Autocare - B&L Whitehouse - OH,cd6a141a-3b24-4e01-944b-360aebf4fbd5,1998,3,
Highline Car Care - AZ,4f6ab27f-78a0-4f74-a5f0-9af2691e3fef,1998,3,
Toledo Autocare - B&L Whitehouse - OH,cbf8a285-6851-4c8f-bda2-ad4c3b70b5a4,1998,3,
Toledo Autocare - HEATHERDOWNS - OH,ea93360d-49a4-425a-826f-20e60f8c08d1,1998,3,
Toledo Autocare - HEATHERDOWNS - OH,5b718e65-9cb9-4c53-97fd-086fc797dc41,1998,3,
Toledo Autocare - HEATHERDOWNS - OH,5ceee8fa-bb50-4042-8632-a0a590713a40,1998,3,
Highline Car Care - AZ,0aeca9e3-e3a0-41fc-bedc-cec9a382c83e,1998,3,
Highline Car Care - AZ,5c7aa245-c08f-4603-83f3-1da15eb7d66e,1999,3,
Sours VA,e504885a-9e50-4dc2-a7df-b477f24710b4,1999,3,
Toledo Autocare - B&L Whitehouse - OH,18525891-5e2e-41cb-bab7-18aca9ae63e3,1999,3,
Toledo Autocare - B&L Whitehouse - OH,174d1425-103b-4b4a-b3ef-f1247a8fbc6f,1999,3,
Toledo Autocare - HEATHERDOWNS - OH,60b26e60-f86c-4be1-8164-105fc555eac4,1999,3,
AG Automotive - OR,2375b392-5845-4269-ad92-30503f8b03ab,1999,3,
Highline Car Care - AZ,232dbb48-aba2-4260-9171-ae0a1f3170ce,1999,3,
Sours VA,45ae8dd6-3676-447a-98ab-02c3c0ff44d7,1999,3,
Toledo Autocare - B&L Whitehouse - OH,0ba540eb-2cef-4ecd-8cd3-a52dcfcd1f4c,1999,3,
Toledo Autocare - Monroe Street - OH,0c530355-5a44-41f7-8e71-3e7e05188399,1999,3,
Sours VA,b92218cc-4cc9-45bc-8611-81a188b3d1c9,2000,3,
Toledo Autocare - B&L Whitehouse - OH,5e28d596-411e-420f-8d91-cd69a0435dfb,2000,3,
Toledo Autocare - HEATHERDOWNS - OH,43f998be-7af4-4e2f-9aca-c37f28ccccde,2000,3,
Toledo Autocare - HEATHERDOWNS - OH,8adde18a-7e92-4345-9683-037119bd5938,2000,3,
AG Automotive - OR,5ecf9432-3ea7-4c19-8d42-448a93a1018b,2001,3,
Toledo Autocare - B&L Whitehouse - OH,89910134-38cd-4bbc-81e8-53fa0fd0b1f4,2001,3,
Toledo Autocare - Monroe Street - OH,588e3caa-4e4a-417b-8ec6-5d80c4cf9f76,2001,3,
AG Automotive - OR,2eab148b-8e7b-4e3a-bc39-203a905b83ca,2002,3,
Highline Car Care - AZ,32a82b5d-5eea-46da-adaa-e0aec8382742,2002,3,
Sours VA,59bc9510-09cd-407d-91a0-b782e1f4c2a9,2002,3,
Sours VA,8e2a73d1-2935-42c1-90b7-80c9f535aff4,2003,3,
Sours VA,bf92c9d8-5006-4394-833f-bb0371c4a5f5,2003,3,
Sours VA,7d6dd4c8-15f8-4030-b0c3-74cfeb7553fc,2003,3,
Sours VA,0d79f65e-c7d2-4f0b-bcfe-7eb6cb8a76bd,2004,3,
Toledo Autocare - B&L Whitehouse - OH,3aaa4d66-810c-4026-9315-86e3c3bb23ac,1924,4,
Toledo Autocare - B&L Whitehouse - OH,8c011dc0-9cf3-461b-a707-78e7f850b4ce,1925,4,
Wayside Garage - CA,ce3c913e-0467-4c2a-a889-ae7a0e4eefee,1926,4,
Wayside Garage - CA,fad8910e-2e50-4f44-8f41-8411b8ff644e,1929,4,
Toledo Autocare - HEATHERDOWNS - OH,4dc878e1-b436-4f3a-a09c-36564842b152,1929,4,
Toledo Autocare - HEATHERDOWNS - OH,58909616-4455-45fc-9d2c-012fa41a0539,1932,4,
Toledo Autocare - HEATHERDOWNS - OH,3b9f7bab-e42d-4fc1-9646-0530ef008243,1933,4,
Toledo Autocare - HEATHERDOWNS - OH,05f1abe0-2431-47a4-989d-7478799b6111,1933,4,
Toledo Autocare - HEATHERDOWNS - OH,dda39fb6-5504-43e2-b2e0-c1dbda7d8ace,1934,4,
Toledo Autocare - HEATHERDOWNS - OH,587f670e-b7c9-4562-8266-84b0c7fba81a,1934,4,
Sours VA,3badde3b-f40f-4d8c-920e-8c8e2ff5105f,1934,4,
Toledo Autocare - B&L Whitehouse - OH,d4bb38a7-e9fd-46a4-b610-589d07fecc59,1934,4,
Toledo Autocare - B&L Whitehouse - OH,7544f480-9934-4d9b-8b15-52acc760fc01,1935,4,
Toledo Autocare - Monroe Street - OH,8fc36861-7963-4b55-af32-fdf70e35b74f,1935,4,
Toledo Autocare - HEATHERDOWNS - OH,b9f1fc84-cd0c-4f15-b111-263dbf5b538d,1935,4,
AG Automotive - OR,eb877d9b-6d02-4aae-a8f8-2984a88744d0,1935,4,
Highline Car Care - AZ,439c1d67-eb5a-4873-baa5-f88411a87bed,1935,4,
Highline Car Care - AZ,2d868f5e-06b7-497f-8c5e-ca575172e5cc,1936,4,
Sours VA,b268f01d-488b-407e-85d1-0029292eb027,1937,4,
Toledo Autocare - B&L Whitehouse - OH,3c9e38e0-33ae-4374-bf40-55cd3010e449,1937,4,
Toledo Autocare - B&L Whitehouse - OH,d1631a9e-e307-40a7-9b25-32cc52e85f71,1937,4,
Toledo Autocare - B&L Whitehouse - OH,d287ff92-c886-44f5-815d-d41b2810cbc5,1937,4,
Toledo Autocare - B&L Whitehouse - OH,41d58540-cd93-4f25-98c8-12d5658cc72a,1937,4,
Toledo Autocare - B&L Whitehouse - OH,d66c9466-5da9-4619-bf21-389e32671a54,1938,4,
Toledo Autocare - B&L Whitehouse - OH,500c67ef-308d-4e11-8f15-4c4690509ee9,1938,4,
Toledo Autocare - B&L Whitehouse - OH,bd6d5f9f-7038-42fe-b37e-dd2dcbdc12a1,1938,4,
Toledo Autocare - Monroe Street - OH,4bfff168-9650-43ae-9d67-239f02abc7ce,1938,4,
Toledo Autocare - Monroe Street - OH,835a8706-88d0-490a-b1eb-1c386263a550,1938,4,
Sours VA,010ba396-2929-43f8-b8f9-c56498a0cf70,1939,4,
Sours VA,20e4c2d1-402a-4069-bf4a-57ee43722b0c,1939,4,
Sours VA,e2688d6c-e7da-441b-819c-0fc46f1f410e,1939,4,
Sours VA,48290d53-bf02-4bfa-8914-a8d730920487,1939,4,
Toledo Autocare - B&L Whitehouse - OH,a0554903-1784-4d2c-8f69-f81e0ae09a82,1940,4,
Wayside Garage - CA,b7a38269-672b-4306-b61e-a0f82c33d81e,1940,4,
Toledo Autocare - HEATHERDOWNS - OH,7e8739d6-1b89-4619-85b3-3b415d246225,1940,4,
Toledo Autocare - HEATHERDOWNS - OH,c9025789-f6c4-45e6-9a04-f03c9186ee90,1941,4,
Toledo Autocare - HEATHERDOWNS - OH,c0dced9b-2d80-4945-a189-62e9ff425dc2,1941,4,
Toledo Autocare - B&L Whitehouse - OH,ce2cdde1-7964-4464-b682-c637ee73b6ae,1941,4,
Toledo Autocare - Monroe Street - OH,d556e7f9-bfb3-401f-b6d0-f787cee4fc30,1941,4,
Wayside Garage - CA,49d92b8c-2dcf-4de5-9657-6fe28bc88d38,1941,4,
Toledo Autocare - HEATHERDOWNS - OH,2848d2da-44d6-497a-ad42-bb42c10d8935,1941,4,
Toledo Autocare - HEATHERDOWNS - OH,13180659-6079-4ab2-80fd-b1db6fdde262,1941,4,
Toledo Autocare - HEATHERDOWNS - OH,31a1de74-04fc-423f-afe1-0713aeaf9b6a,1941,4,
Toledo Autocare - HEATHERDOWNS - OH,01093c84-056a-4e0a-8e7f-b26a04a68967,1941,4,
Toledo Autocare - HEATHERDOWNS - OH,945c7c03-2018-4ea3-82ea-349e39f58eca,1941,4,
AG Automotive - OR,0965b3d0-25a7-499a-85dd-a9c138adbb21,1941,4,
AG Automotive - OR,df591948-6596-4d42-af90-6523d78aba24,1941,4,
Sours VA,dffcafa6-c2fe-4718-b4bc-3c7495b1573d,1941,4,
Sours VA,d73b7ab9-846a-4c79-a2bc-8a565623f31d,1941,4,
Toledo Autocare - B&L Whitehouse - OH,a8abb266-6db6-4902-bc28-829fbc951aaf,1941,4,
Toledo Autocare - B&L Whitehouse - OH,e9e16903-e05d-4534-b7c0-7ecf2cecc4c2,1941,4,
Toledo Autocare - Monroe Street - OH,ef26d3cc-b0a4-4cce-b567-58aa998a010b,1941,4,
Wayside Garage - CA,4b8ddb5f-e4fd-46cd-a100-1b291ceb973d,1942,4,
Wayside Garage - CA,f00498ec-1e42-4b6e-8a26-a213bd83686a,1942,4,
Toledo Autocare - HEATHERDOWNS - OH,5044a74d-9860-4564-9cb6-879e1fc4151d,1942,4,
Highline Car Care - AZ,6c7b6eac-33d8-482c-abc6-421d12a469b2,1942,4,
Sours VA,4247b1e6-f845-406e-a74c-1be61a196b98,1942,4,
Sours VA,83bf1213-487b-414e-b25a-18e5f4764634,1943,4,
Sours VA,b944dfa2-7f43-4d76-a753-b24f5f63629d,1943,4,
Toledo Autocare - B&L Whitehouse - OH,ec816369-1c90-4323-b56e-14c18d39ee7a,1943,4,
Toledo Autocare - B&L Whitehouse - OH,54521700-a06f-490b-be24-6784afeeec2f,1943,4,
Toledo Autocare - Monroe Street - OH,3544d6ca-47e9-4d06-a892-da4edc8f2be1,1943,4,
Toledo Autocare - Monroe Street - OH,48926366-f212-4a9a-a021-1d36992e3d37,1943,4,
Toledo Autocare - Monroe Street - OH,366c5973-5a8b-4c1e-ab60-0d7540c261a5,1943,4,
Toledo Autocare - Monroe Street - OH,85af486b-4c84-4909-a711-726be23e2588,1943,4,
Wayside Garage - CA,74b70f09-e961-4fbd-9b8e-27b3f97c9b05,1943,4,
Wayside Garage - CA,c005c70a-2e88-45cd-b581-c9f0bbb3aec1,1943,4,
Toledo Autocare - HEATHERDOWNS - OH,27ca6f89-e230-421d-9568-eec40ff1ecf7,1943,4,
Toledo Autocare - HEATHERDOWNS - OH,1422f888-ee26-42ed-bf4d-d3edc671c85f,1943,4,
Toledo Autocare - HEATHERDOWNS - OH,fc51f74b-3df8-4534-9c06-812e94b5cb16,1943,4,
Toledo Autocare - HEATHERDOWNS - OH,25636ba4-a4ee-41d6-8cb6-14dd45f64797,1944,4,
Toledo Autocare - HEATHERDOWNS - OH,1abadcfb-7358-421e-96fa-f05b4b21b7ca,1944,4,
Toledo Autocare - HEATHERDOWNS - OH,2e9d08c5-6952-4856-92f7-329219f3c343,1944,4,
Highline Car Care - AZ,335f3f84-4f4d-465f-9bd8-686283cd8d0d,1944,4,
Sours VA,c5c64618-f19c-41ef-bcdf-a5e890cdc361,1944,4,
Sours VA,edba160e-01bf-4b39-bc53-87095bad7c91,1944,4,
Sours VA,4e722c96-f1a1-42ce-9cd5-4109247b7495,1944,4,
Toledo Autocare - B&L Whitehouse - OH,bdddd464-69fc-4b19-8d1b-ce603a6de043,1944,4,
Toledo Autocare - B&L Whitehouse - OH,f3a733e7-b6ab-4123-ac5f-50001653976d,1944,4,
Toledo Autocare - B&L Whitehouse - OH,e1e526cf-e58f-475d-93ca-aabac9e18115,1945,4,
Toledo Autocare - B&L Whitehouse - OH,bed0caed-c5cf-4507-b875-cada4f781120,1945,4,
Toledo Autocare - Monroe Street - OH,ebfc220a-fa27-4eb5-9b2f-573bb8f798e0,1945,4,
Toledo Autocare - HEATHERDOWNS - OH,2ed2c4d6-a54c-40cb-bea2-df4a7b75cbe1,1945,4,
Toledo Autocare - HEATHERDOWNS - OH,1fd1d556-6816-4e3d-99c2-d7ad41e19c9e,1945,4,
AG Automotive - OR,db1f761f-2c91-4496-8da0-e5cef51932ac,1945,4,
AG Automotive - OR,1002925e-0107-46d9-877e-1d598f9f126b,1945,4,
Highline Car Care - AZ,cbbd432e-212a-4a62-987c-9a142bed1c5f,1945,4,
Sours VA,e2fc5ff0-2e16-4769-9135-104a44022277,1946,4,
Sours VA,76afde18-c457-4ccf-ae69-6034b7c45362,1946,4,
Sours VA,e9a044d4-0329-4572-b926-612d17c61f25,1946,4,
Sours VA,876fcd05-7fd8-4a92-9325-76799e57a054,1946,4,
Toledo Autocare - B&L Whitehouse - OH,6824e40e-5298-404b-bf33-6d0d77b3c5f2,1946,4,
Toledo Autocare - Monroe Street - OH,f9265fdd-1796-4b45-9e72-a25036ded4ff,1946,4,
Wayside Garage - CA,35146fae-60ae-458d-a330-ef795fec3938,1946,4,
AG Automotive - OR,e750ba53-b83f-4c9b-b159-47c37d690420,1946,4,
Sours VA,84f60c48-d4a7-428a-8ce2-660fa35696d1,1946,4,
Sours VA,bd7a2c8a-3753-4492-b91c-c7fe33c38422,1946,4,
Sours VA,74ee1b2e-6278-44aa-ab6f-88ca4d5933b7,1947,4,
Toledo Autocare - B&L Whitehouse - OH,a3907461-3aae-45f7-b70e-ddce2b79a995,1947,4,
Toledo Autocare - B&L Whitehouse - OH,e4e1b14d-2079-454d-9e64-a3dcde2bf73d,1947,4,
Toledo Autocare - Monroe Street - OH,fdf864d0-07b2-4df5-9d8e-d079a1db418d,1947,4,
Toledo Autocare - Monroe Street - OH,2d2ab553-b7c7-492e-992e-5b2b5ef62b0c,1947,4,
Toledo Autocare - Monroe Street - OH,3a38a0b9-d98f-42ad-bf12-8b43a08e7328,1947,4,
Toledo Autocare - Monroe Street - OH,68d0f4c6-d71b-4f4f-8736-0f7fc8b3aa53,1947,4,
Wayside Garage - CA,8748cb22-4018-4c86-a015-4679b075ada1,1947,4,
Wayside Garage - CA,472e5fd3-41d9-4b97-8d7f-40996b350518,1947,4,
Wayside Garage - CA,4bece976-616a-4b32-81c3-e9689eea45b6,1947,4,
Toledo Autocare - HEATHERDOWNS - OH,4d325b57-7030-4ac2-9d2a-183366897b6a,1947,4,
Toledo Autocare - HEATHERDOWNS - OH,6b240e12-859d-4903-9829-18b38fab8696,1947,4,
AG Automotive - OR,9c3d6e2e-d756-4d4b-9454-545f7c80e107,1947,4,
AG Automotive - OR,54f0a86a-2417-4ae0-a5db-8b206f71eb58,1947,4,
Highline Car Care - AZ,c2cc7099-df95-442d-9fc0-563164cca801,1947,4,
Highline Car Care - AZ,692d15f7-5858-4db1-911b-9d05f45a0d0c,1947,4,
Highline Car Care - AZ,b36db175-627b-4d57-8357-ae2c0f74ffdc,1947,4,
Highline Car Care - AZ,c83ea42b-67a3-4602-93bc-59b2ddd570e8,1947,4,
Highline Car Care - AZ,be0e8978-9378-44e4-b450-fa6e79b49c36,1948,4,
Sours VA,7d30f4da-ae1b-4f3c-ae49-7acb3f3e0c66,1948,4,
Sours VA,e6698985-b419-49b4-b4dd-bbdcc92013e2,1948,4,
Sours VA,4484c5d9-b539-4aaf-933a-e0124b06ec0a,1948,4,
Sours VA,00086431-5a14-418c-ade3-aaa6396b3a1f,1948,4,
Toledo Autocare - Monroe Street - OH,47271526-da13-4af9-9329-1bca8cf52576,1948,4,
Toledo Autocare - Monroe Street - OH,4e1d0a71-fac6-4236-8adf-9b6f85b994f4,1948,4,
Toledo Autocare - Monroe Street - OH,f1c21841-8c83-493a-a420-03d0a2c77da5,1948,4,
Wayside Garage - CA,8afc2d1a-5250-49ad-a7d5-b301d05f296a,1948,4,
Toledo Autocare - HEATHERDOWNS - OH,1fbb8014-b4fc-4af8-93c5-cafd8fd4458a,1948,4,
Toledo Autocare - HEATHERDOWNS - OH,40ba4962-90df-4ac7-8faf-8309155fbc47,1948,4,
Toledo Autocare - HEATHERDOWNS - OH,bce09fb5-e03f-480b-85d4-7b68971af37b,1949,4,
Toledo Autocare - HEATHERDOWNS - OH,ce2c6112-969c-4bb9-a9ea-e255ccb83fea,1949,4,
AG Automotive - OR,e126f84f-27b9-4d6c-a2e5-77f0aee938ef,1949,4,
AG Automotive - OR,05388dc3-3b0e-4e92-abb3-d695acc7b045,1949,4,
AG Automotive - OR,0044b6b2-206e-4e7f-a0ec-1c9013f22c3b,1949,4,
Highline Car Care - AZ,49041278-113f-441c-9376-be778fcfd620,1949,4,
Sours VA,c6c80ee9-bedd-450b-9850-5d18954d2921,1949,4,
Sours VA,eed5657a-2a5e-416f-b30b-0dc11ca4a701,1949,4,
Toledo Autocare - B&L Whitehouse - OH,98876825-9d4b-4795-ae3c-b0dbfc5c7936,1949,4,
Toledo Autocare - B&L Whitehouse - OH,4cc8a9e0-ce73-4be9-8f13-403a3a7b9fa8,1949,4,
Toledo Autocare - B&L Whitehouse - OH,85b4eb33-cbdd-428c-b489-c139be3d2072,1950,4,
Toledo Autocare - Monroe Street - OH,c43d17c5-df30-4412-ab70-150945980629,1950,4,
Toledo Autocare - Monroe Street - OH,55e38d2a-8a7e-43ec-a542-4c50a78e6f12,1950,4,
Wayside Garage - CA,bc2260b9-0e68-40d0-9cbc-30673f899784,1950,4,
Wayside Garage - CA,0d424066-daee-44f1-8843-d16d017bbce5,1950,4,
Wayside Garage - CA,46724798-daa2-4e60-ae9e-fd9af8649003,1950,4,
Toledo Autocare - HEATHERDOWNS - OH,3fb9ca34-0ae5-4f76-a95c-37f51e5d482f,1950,4,
Toledo Autocare - HEATHERDOWNS - OH,02a82bc5-456d-4015-96cb-46270227ca2a,1950,4,
Highline Car Care - AZ,d66b0ed7-67be-4f52-8a27-7b58dd16b848,1950,4,
Highline Car Care - AZ,ae5c719e-17a0-4ad3-830b-53a9e2752c24,1950,4,
Highline Car Care - AZ,8e28bd9c-48ea-4b40-bcf4-69398530da4d,1950,4,
Sours VA,a67fb830-51b6-453d-8cd5-aab92d193b98,1950,4,
Toledo Autocare - B&L Whitehouse - OH,04f566ac-3cdc-49c0-bacb-94e28a9b7820,1950,4,
Toledo Autocare - B&L Whitehouse - OH,68d4205c-c2af-4e8c-bc60-d9c4057e0080,1950,4,
Toledo Autocare - Monroe Street - OH,3b386a8e-c55e-499d-9ebe-b75fea876112,1950,4,
Toledo Autocare - Monroe Street - OH,d8678fb0-837c-48fa-9b35-77f4e55e4332,1951,4,
Toledo Autocare - Monroe Street - OH,65b0d8a7-c003-40d8-8d74-db36d4775135,1951,4,
Toledo Autocare - Monroe Street - OH,62504f67-e91c-4e36-afa9-666bc1179abe,1951,4,
Wayside Garage - CA,69ac69e0-e4b5-4fd7-bbca-37f18cbb7a32,1951,4,
Toledo Autocare - HEATHERDOWNS - OH,570b5a73-6607-4f4f-96f0-12f5dad5f4a1,1951,4,
AG Automotive - OR,9073752a-bad1-4964-9474-06599c41d656,1951,4,
Highline Car Care - AZ,63876978-9599-4927-8a88-9bf63fa9fb00,1951,4,
Highline Car Care - AZ,48774b65-4b2e-4d8b-95e4-282bf81bd6f5,1951,4,
Highline Car Care - AZ,c967cfde-2dd9-4c37-8883-d3b2a009b9f1,1951,4,
Highline Car Care - AZ,5893251a-4c12-402f-9cba-277dc1a9466a,1951,4,
Sours VA,40f84e65-c85c-401e-acbf-76a2691437bd,1951,4,
Sours VA,7baf6fef-7355-48e4-b116-2a4e31420e1b,1951,4,
Sours VA,56f5b27e-3a85-4ba8-8cfd-766ac531f464,1951,4,
Sours VA,f67e18c6-94ec-493f-8fea-a4f7ec4161f5,1951,4,
Toledo Autocare - B&L Whitehouse - OH,e5a3ed99-af42-4542-a427-53557feb1a69,1951,4,
Toledo Autocare - B&L Whitehouse - OH,84e66335-7b18-498d-8b66-cf945ecb07ee,1951,4,
Toledo Autocare - B&L Whitehouse - OH,4ef584e6-65f2-4fc4-869a-2c0969392e73,1951,4,
Toledo Autocare - Monroe Street - OH,214eb5ca-77cb-47eb-b916-5fc6e6e3d871,1951,4,
Wayside Garage - CA,dea1839d-e354-4ead-b926-1e77a6e5bd8b,1951,4,
Wayside Garage - CA,fca422f3-874a-491e-8859-d83ac8233b9b,1952,4,
Toledo Autocare - HEATHERDOWNS - OH,e9ae3ca8-dd3b-4c27-b682-a24304566c53,1952,4,
AG Automotive - OR,496b667a-0289-416f-94a9-3aa44e384107,1952,4,
Highline Car Care - AZ,3893f975-6a83-4f74-bbd1-a3d19be01c63,1952,4,
Highline Car Care - AZ,18301aa8-77b0-457e-ae28-d873e76a132f,1952,4,
Highline Car Care - AZ,998da095-50c9-49ff-b764-ba6ff954e3e3,1952,4,
Sours VA,2b9d87c6-24ca-4fe5-be18-85356ef02bab,1952,4,
Toledo Autocare - B&L Whitehouse - OH,2207ca82-52ec-47a5-a2eb-4aa019efd99b,1952,4,
Toledo Autocare - B&L Whitehouse - OH,a256343d-4890-4065-8b16-7ca869f23dbb,1952,4,
Toledo Autocare - B&L Whitehouse - OH,fb8ea8a8-7fe9-4b30-8b02-8e16d8acfd20,1952,4,
Toledo Autocare - Monroe Street - OH,83338ffc-5011-4dad-929c-8b829afc9b10,1952,4,
Toledo Autocare - Monroe Street - OH,e09a35e6-5e6e-4aad-a326-c272f28976bf,1952,4,
Toledo Autocare - Monroe Street - OH,eabc6740-eb33-4b23-a5b6-3417c263610e,1952,4,
Toledo Autocare - Monroe Street - OH,44d2e2e7-0a8e-4442-8937-eaa14d9ffc12,1952,4,
Toledo Autocare - Monroe Street - OH,9dcc4736-e418-4f4e-ac0b-2bf29d569884,1952,4,
Wayside Garage - CA,1e70c16f-3fd2-4e87-9d61-844e09849aa5,1952,4,
Toledo Autocare - HEATHERDOWNS - OH,a1e83263-1e70-4bfb-b3f0-70379b0c7850,1953,4,
Toledo Autocare - HEATHERDOWNS - OH,b53fd16e-9d8b-4b35-9f70-292d69f40fac,1953,4,
Toledo Autocare - HEATHERDOWNS - OH,35da7f65-5fd9-4594-b9e3-e81fe947b40b,1953,4,
Toledo Autocare - HEATHERDOWNS - OH,0e99563a-e184-4a52-aeaf-677be97be4ff,1953,4,
